AGID,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT5G44080,644.2,355.4,442,302,424.9,193.7,258.6,424.4,377.3,255.9,373.6,375.9,636.6,572.9,850.8,814.1,488.5,415,438.9,304.6,402.6,257.1,644.2,355.4,258.6,424.4,385.5,334.6,238.6,422.4,512.6,372.2,383.5,312.3,636.6,572.9,574.2,540.2,644.2,355.4,360,249.2,396.9,322.1,644.2,355.4,258.6,424.4,353.9,316.1,282.3,283.8,320.1,335.2,406.1,332.7,266.2,285.9,316.3,217.6,299.6,561.4,232.5,375.7,102.5,157.5,274.6,124.6,105.1,135.5,88.5,154.9,289.7,158.4,113.9,116.2,644.2,355.4,576.3,378.4,341.8,306.1,374.6,270.7,497.4,338.3,370.2,508.2,325.4,356.5,527.2,372.7,485.7,459.4,459.5,441,398.3,350.4,479.6,429.6,475.9,399.9,418.3,499.5,614.3,475,411.2,364.4,335.5,391.4,322.5,507.9,296,326.3,475.4,422.4,427.2,446.2,513.5,322.2,460.5,286.5,298.8,535.2,556.6,432.3,427.9,395.4,308.1,219.5,761.6,497.7,410.3,479.2,936.4,563.8,607.9,672.6,530.2,796.1,800.9,1109,722,821.8,618.4,546.9,936.3,820.3,1197.4,766.3,573.1,577.6,568.9,768.7,1032.4,443.4,1100.8,939.1,580.6,493.8,389.9,729,473.1,576.7,449.3,428.5,344.9,591.7,405.7,536.3,406.2,483.2,488.6,674.3,389.7,438.7,461.3,395,491.3,694.6,510.9,516.9,386.2,535.3
AT1G09540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AT2G22850,282.1,228.3,154.9,338.7,177.2,243.8,212,256.6,262.5,262,172.2,212.7,274.3,282.2,244.5,250.9,291.5,227.8,267.8,256,166.3,211.7,282.1,228.3,212,256.6,289.5,229.4,187.7,240.2,338,271.7,298.5,281.7,274.3,282.2,336.2,310.3,282.1,228.3,342.3,149.5,302.9,266.1,282.1,228.3,212,256.6,284.7,188.2,186.8,340.4,84.9,271.8,187,160.4,232.9,283.7,207.5,374.2,204.7,244.8,165.4,354.5,39.2,58.3,96.2,82.2,88.7,73.8,43.2,47.7,143,54.6,64.7,57.6,282.1,228.3,202.3,176.5,370.1,293.3,287.4,265.3,244.9,253.7,312.6,195,166.5,159.9,307.5,262.4,295.3,197.6,233.9,245.8,534.6,479,266.4,294.7,382.3,235.7,245.2,164.7,226.4,198.1,341.1,347.6,293.4,219.3,210.6,192,594.4,577.4,354.6,168.5,299.3,212.7,252.8,197,168.3,116.9,256.2,188.7,263.6,240.4,197.1,134,312.4,258.6,204.5,145.5,258.9,206.9,469.8,472.4,458.4,619,413.2,741.9,377,886.2,370.4,461.2,574,506.3,558.7,482.7,600.4,469.2,364.8,290.7,359.2,267.3,477.2,479.7,488.1,525.9,402.6,270.8,292.5,271.7,331.5,257.2,653.9,234,241.7,270.6,385.4,328.5,367.2,456.5,235.2,132.8,266.2,236.9,192.3,288.5,274.7,347.7,404.3,325.3,305.8,302.5
AT5G51990,138.4,80,138.5,131.5,189.6,25.1,86.5,64.9,80.4,139.9,22,189.9,11.2,48.8,83.5,72.9,103.5,181.6,195.6,166.7,36.2,87.9,138.4,80,86.5,64.9,30,28.7,18.3,16.4,119.5,109.6,21,31.6,11.2,48.8,37,29,138.4,80,123.1,22.8,137.7,50.7,138.4,80,86.5,64.9,48.7,21.3,63.2,184.4,60.3,8.7,90.6,53.4,19.5,61.1,22.2,183.5,116.1,163.6,106.7,79.4,4.4,5.4,35.7,1.4,4.2,14.5,4.1,4.3,25.8,7.8,13.4,20.5,138.4,80,34,162.9,14.6,147.1,89.7,161.6,63,64.8,23.4,63.4,24.7,35.5,136.6,12.8,53.5,20.2,117.9,27,149.7,35.8,92.7,23.8,32.7,25.9,34.8,12.4,15.6,89.1,89.7,27.8,36.1,12.5,149.3,70.8,32.8,81.2,72.3,53,69,90.9,14.1,88,46,63.7,52.4,19.1,16.4,35.9,333.2,225.3,9.6,43.4,25.2,41.4,30.7,95.7,295.9,230.1,144.8,70.5,100.5,105.1,72.5,315,36.4,49.6,154.8,186.7,132.5,45.4,49.4,115.3,159.2,66.8,50.3,148.5,175.7,198.1,170.7,120.7,212.1,153.5,120.1,120.2,27.3,136.4,117.1,172.1,124.8,5.7,69.1,120.6,45.2,134.2,92.4,39.5,42,31.4,34.8,23.3,111.5,119.5,186.3,30.6,104.3,10.7
AT1G50600,1249.1,645.8,5163.4,2738,651.2,620.7,449.1,744.5,803.1,810.5,623.9,977.8,858.9,585.4,1114.6,975.3,747.7,539.7,872.9,383.1,672.9,517.6,1249.1,645.8,449.1,744.5,752.3,679.2,723.7,825.2,907,696.6,676,950.5,858.9,585.4,934.8,607.9,1249.1,645.8,1457.4,1102.9,1049.3,692.2,1249.1,645.8,449.1,744.5,926.6,764.3,640.9,799.5,1101.7,642.1,563.9,1091,874.1,896,580.9,697.8,713.8,495.9,379.8,837,178.3,291.2,620.3,245.5,258.8,278.3,263.2,381.7,448.8,366.6,372.2,300,1249.1,645.8,927.5,770.6,621.8,525.8,1090.8,570.1,918,462.7,809.4,482.9,690.6,478.5,751.1,431.2,766.3,595.6,724.2,422.7,797,563.9,675.1,691.1,1004.2,620.9,565,483,570.2,531.5,705.5,456.7,476.6,420.8,751.1,509.9,787.4,587.3,921.6,738.4,656.2,652.2,692.7,490.9,502.5,515.7,738.4,609.7,544.6,701.3,825.6,574.4,760.8,471.7,746.5,507.7,754.1,534.4,1669.6,998.7,1777.1,962.3,862,1962.8,1715.4,2086.7,1091,1368.4,871.1,1333.3,1271.8,1571,1120.1,1371.8,635.6,799.9,762.4,971,1254.7,1044.5,1204.6,1280,1142.7,733,1098.8,982,1133.2,862.5,929.7,1133.1,896.8,807.5,949.6,972.1,742.9,700.1,1413.1,721.8,1358,1300.6,1193.4,1069,1273.4,963.4,1216.2,1187,944.8,1063
AT2G02070,2090.1,2533.7,2230.5,1776.2,2672.9,2182,1459.4,2432.5,2625.6,1922.6,1602.8,2670.2,2088.2,1980.5,1696.4,1485.9,2703.7,2495.5,2470.6,2397.3,2200.6,1382.4,2090.1,2533.7,1459.4,2432.5,2825.2,2115,1380.4,2421.7,2678.9,2440.1,1473.2,2766.4,2088.2,1980.5,2163.4,2071.5,2090.1,2533.7,2193.2,1536.5,2913.3,2656.7,2090.1,2533.7,1459.4,2432.5,2621.5,2353.5,1502.9,2793,2872.8,2164.6,1533.6,2365.3,2934.1,2223.9,1837.7,2554.9,2328.7,2318.1,1700.3,2479.9,280.5,368.2,774.5,329.8,327.9,364.9,212.8,289.9,370.2,293.1,292.2,288.6,2090.1,2533.7,2437.7,2062.4,2562.4,2105.6,2311.7,1886.7,2812.4,2761,1561.5,1250.6,1676.9,1186,1682.4,1104.5,1611,1321.8,1316.3,1139.4,1295.5,1081,1483.8,997.4,1513.9,1222.3,1421,1320,1204.8,1141.9,1636,1208.4,1441.3,1228.5,1104.8,1100.4,1300.2,1086.5,1539.8,1144.9,1292.4,1148.4,1309.8,1321.3,905.1,1023.6,1207.2,1183.5,1429.1,1500.2,580.2,498,1096.2,1179.8,1414.5,993.3,1079.8,874,3310.4,2657.6,3099.5,2594.7,2243.2,3344.7,2834.8,4267.7,3051.2,3065.1,3103.9,3333.9,4473.4,4502.3,4579.1,4452.6,3513.2,3484.9,3216.4,3306.3,4220.1,3420.4,2934.9,2918.8,4520.6,3878.4,4976.9,4062,4337.6,4180.3,3423.9,4023.2,3832.5,3599.3,4991.3,3709.4,3425.7,3859.2,3798.4,3759.6,3990.9,4038.9,3021.3,3532.3,3428.8,3350.5,3101.1,2839.4,3197.9,3434.2
AT2G22760,188.8,85.9,3925.5,2801.4,76.4,171.5,17.7,116.5,157.9,82,163.6,248.7,103.2,99.9,52.4,201.4,134,175.4,165.6,101.1,137.3,182.4,188.8,85.9,17.7,116.5,227.4,190.2,131.3,237.5,216.3,120.8,100,218.7,103.2,99.9,215.1,23.5,188.8,85.9,360.8,297.9,138.6,101.1,188.8,85.9,17.7,116.5,240.4,134.8,99.2,386.2,172.8,142.2,153.2,126.6,77.9,205.3,105.9,258.7,200.5,189.9,97.8,407.3,26,37.4,53.1,26.5,52.2,39.4,32.1,57.7,60.3,72.7,65.7,58.9,188.8,85.9,330.1,134.4,47.2,189.1,193.3,149.5,105.8,152.3,130,73.6,187.7,124.7,104.8,104.8,223.3,95.1,186.1,129.1,425.4,379.2,241,140.4,129.6,191.3,134.6,50.8,137.1,59.5,171,223.2,104,147.3,234.2,132.8,292,412.7,244.7,154.6,118.7,88.5,106.8,103.3,157.2,117.7,114.8,138.1,119.3,73.2,86.1,78.9,413.5,188.2,87.2,19.3,199.2,53.6,231.1,494.6,369,402.8,116.3,484.8,367.4,252.5,172.5,314,30.6,391.4,389.9,534.6,271.3,510.8,178.5,240.8,252.3,87.9,45.9,391.4,285.7,527.4,238.5,314.1,301.3,265,279.6,120.8,208.3,152,190.1,191.8,158.6,215.3,291.2,164.6,4.1,182.5,68.3,197,129.9,217.7,212.1,221.6,229.1,187.8,263.9,172
AT2G38090,918.5,292.4,456.8,321.8,432.1,379.9,417.2,471.4,490.7,238.3,360.8,447.6,498.8,314.2,291.3,383.2,339.9,282.7,666.3,348.3,437.9,232.1,918.5,292.4,417.2,471.4,455.1,364.9,209.2,364,452,288.6,188.3,364.2,498.8,314.2,464,388.4,918.5,292.4,154.3,200.2,763.9,672.6,918.5,292.4,417.2,471.4,640.7,319,313.8,290.4,704.5,378.6,277.7,388,562.1,579,303.5,508,576.7,229.8,338.7,466.3,25.6,36.8,107.5,50.3,49.3,38.6,67.5,80.9,192.3,29.3,35.9,21.9,918.5,292.4,484.9,385.3,712.1,304.3,199.4,300,601.8,537.8,425.2,398.1,487.7,313,285.4,277.1,584.3,342.8,569.6,456.4,425.9,212.3,580.6,224.6,540.8,295,520.3,364.8,381,379.1,347,242.5,383.2,317.4,799.4,321.5,477.1,267.5,528.6,306.7,734.8,385.4,499.4,297.7,375,265,386.8,289.6,607.4,264.2,447.9,262.6,357.2,145.1,561,276,637,449.1,1081.3,1069.9,838.2,998.2,712.2,1557.8,729,1752.3,1172,1347.6,1556.9,1741.5,980.3,1058.3,886.2,1130.3,811.2,750.7,877.6,1117.4,1076.6,886.2,1502.6,1235.8,742.5,1019.6,868.5,1199.4,900,1160.2,781.2,1123.5,997.3,1126.4,1097.1,1285.6,742.7,1281.8,924.8,1361.4,1269.1,1392.9,1266.8,1536.1,1148.5,1308.6,891.2,1083.3,1089.9,1339.1
AT1G75540,3071.1,2365.6,2559.7,2379.1,2581.6,1974.7,1982.4,2914,2785.4,2198.4,2294.1,3281,2929.2,3011.7,3019.4,2316,2954.3,2537.8,2862,3012.2,2956.4,2622,3071.1,2365.6,1982.4,2914,2948.3,2599.3,1999.7,2959.3,3231.8,2485.8,2510.5,3595.3,2929.2,3011.7,3227.7,2805,3071.1,2365.6,2248.2,1620.5,3322.7,2686.6,3071.1,2365.6,1982.4,2914,3053.2,2142.8,1901.2,3106.5,3177.2,2429.4,2949.2,2792.4,3352.6,2849.4,2715.1,3219.3,4688.1,2380.6,2103,3397.6,240.5,287.4,604.1,377.2,386.1,330.6,260.3,276.8,445.8,360.7,343.9,311.7,3071.1,2365.6,3074.8,2430.2,3245.3,3113.1,3091.6,2319,3244.1,2468.1,1994.7,1670.1,2510.3,1431.1,2458.1,2071.6,2243.9,1368.4,2196.7,1690,1830.3,1448.7,2689.8,1754.4,2626.9,1512.7,2140,1514.9,2361.4,1203.2,2307.6,1840.1,2318.6,1750,2173.2,1771,2341,1225.5,2700.3,2028.9,2815.3,1876.2,2417.2,1435.7,2235.7,1603.5,2430.1,1534.7,2523.2,1853.4,2126.8,1444.3,2000.6,1577,2810.8,1959.4,2257.4,1782.6,4751.1,4680.3,5348.2,5598.1,4109.7,7424.4,4900.8,6528.7,5784.3,5058.9,6182.4,5276.5,5595.5,4679.6,3799.4,4534.5,3283.8,3930.2,3685.9,3878.5,4157.5,5079.4,3853.9,4377.9,5283,4132.7,6328.4,5139.4,5477.8,5279.5,5537.9,4398.6,4003.2,3573.6,4866.1,4904.3,4229.4,4302.3,5512.5,5157.8,4791.7,4249.8,4180,5087.4,6024.1,4769.1,4126.7,4646.1,4114.3,5085.7
AT2G47890,903.6,691.6,4693.3,2953.4,896.6,1147.8,545.9,893.2,1842.3,2252.9,778.5,1236.1,780.2,672.7,5763.3,6031.6,1499.2,1838.1,902.8,557.2,1269.8,2047.7,903.6,691.6,545.9,893.2,1172.1,985.1,599.4,1034.9,798.1,1029.4,707.4,982.7,780.2,672.7,811.6,683.1,903.6,691.6,2346,1621.6,933.1,1327.2,903.6,691.6,545.9,893.2,788.4,751,632.6,957.4,945.8,823.8,683.6,1049.9,883.3,840.5,545,938,678.6,1019,425.6,921.1,126.7,161.8,341.1,136.1,204,191.9,167.4,221.4,363.9,173.2,156.5,159.1,903.6,691.6,2191.9,1507.3,896.1,1524.6,6131.3,5652.5,994.2,1119,673.4,476.4,650.7,543.1,467,224.9,486.1,454.3,495.5,503.1,507.5,350.5,414.2,387.3,606.5,526.3,622.2,405.5,868.4,626,370.5,344.6,422.7,392.7,921.3,474.7,487.1,146.6,640.6,388.5,797.8,490.6,527.9,524.4,598.3,445.7,287,324.9,528.6,389.7,1234.4,1094.3,513.8,404.2,740.4,512.2,756.2,650.2,2677.6,2384.9,2152.5,2306,2103.6,3168,1555.9,2331.1,3125,2366.5,2459,2372.2,1188.9,1256.1,950.2,1619.7,612,960.6,1037.5,977.8,979.9,954.2,1188.7,1303.5,1339.1,1040.1,1175.4,1116.8,1016.5,1375.1,1227.1,952.9,1474.5,1643.3,1456.7,1276.8,1260.8,1482.8,1146.4,1133.3,1247,1319.6,1421,1361.6,1299.7,1218.5,1441.2,1060.1,1335.8,1462.4
AT3G19860,1153.8,900.2,723.5,467.6,1347.4,907.9,702.2,1109.9,1371.1,921.9,882.5,1230.8,1729,1525,1440.3,1092.8,1008.9,749.1,1122.4,1172.7,1114.1,651.1,1153.8,900.2,702.2,1109.9,1227.7,851.2,951.8,1399.1,743.9,1154.9,965.3,1165.4,1729,1525,1409.7,1628.9,1153.8,900.2,1199.4,947.1,1007.5,851.8,1153.8,900.2,702.2,1109.9,1160,877,1075.6,937.9,1497,802.8,1237.4,1413,1408.4,1108.1,1173.8,1099.7,1886.2,755.3,696.5,1055.6,368.7,520.1,1013.9,324.6,272.7,267.8,169.1,238.6,481.8,285.1,252.8,203.4,1153.8,900.2,1187.4,703,1465.6,819.1,1180.7,661.2,1179.8,605.8,893.8,938.3,1106.1,781.5,964.4,1021.1,702,886.5,626.2,711.7,578.4,570.3,751.6,675.6,569.6,519.1,830.6,879.8,951.8,735.2,842.5,831.6,834.1,946.6,726.6,647.2,477.1,632.3,676.9,764.2,711.1,643.7,991.7,625.8,992.7,949.5,651.9,347.2,978.1,601.2,859.9,1081.9,516.9,634.1,558.5,697.6,560.2,729.9,1025.7,718.2,683.9,527.5,712.9,704.6,578.3,639.7,999.3,716.2,1022.2,532.5,2550.1,1895.6,2247,1201.9,2122.9,1869.1,2125.4,1636.9,2446.6,1457.5,1751.8,1272.1,2013.5,2407.5,2317.5,2537.7,2059,3098.7,2134.3,2584.8,2423.1,2352.4,2281.2,2936.1,2317.4,2006.8,2687.3,3567.8,2092,2640.4,1928.6,3201.5,2382.9,1959.1,2157.6,2039.7,2246.8,2341.2
AT3G56850,1251.7,1154.9,1228.1,1125.7,1172.6,894.2,786.5,831.6,1248.4,966.9,957.6,1123.7,1148,989,1404.1,1326.2,1595.4,1111.3,1256.7,1003,1156,1300.4,1251.7,1154.9,786.5,831.6,1103.3,928.5,757.8,862.6,1348.4,991.1,1020.5,1260.6,1148,989,1061.6,1017.8,1251.7,1154.9,1522.4,1097.8,1505.3,947.2,1251.7,1154.9,786.5,831.6,1146,944.8,776.8,1311,1123,846.8,814.7,971.1,1334,920.8,830.5,1180.1,1577.2,1090.7,973.1,1447.3,130.8,188.1,417.3,209.1,207.4,240.8,136.6,185.5,467.4,256,210.9,198,1251.7,1154.9,1477.7,1072.6,1222.7,1095.7,1706.2,1438.5,1456.5,975.9,938.7,555.6,1031.2,622.4,1034.7,693,873.2,662.4,1045,758,1001.3,525.2,1229,691.7,1473,752.9,892.8,713.6,992.1,689.6,974.5,562.9,974.1,736.4,855.6,596.5,788.3,815.5,1028.2,718,1162.6,898.1,776.5,617.5,781.8,713.5,850.5,729.3,984.8,653.7,712.1,607.4,861.9,529.5,1364.5,553.7,924.7,666.7,2848,2030.9,2317.8,2165.8,1948.5,3289.9,1994.7,2785.2,2551.9,1899.7,2793.1,2166.4,2371.7,2952.1,2576.2,2310.6,1365.3,1561.1,1301.4,1966.3,1774.9,2317.1,1979.1,1961.9,1742.4,1794,1840.1,1838.9,1679.7,1871.6,1774.6,1679.1,1504.3,1778.3,1564.3,1764.8,1701,1815.6,1771.7,1739.4,1575.6,1835,1929.4,1905.2,1633.6,1965.1,1637,2078.1,1569.9,1846.3
AT5G61600,429.1,257.9,28446.4,24583.6,418.4,251,192.6,355.1,455.7,382.2,267.1,389.5,352,371.2,992.7,947.8,399.8,261.4,317.8,233.1,248.5,425.9,429.1,257.9,192.6,355.1,306.5,203,147.5,380.6,277.7,386.2,269.2,324.8,352,371.2,222.8,316.1,429.1,257.9,762.5,537.1,467.2,340.3,429.1,257.9,192.6,355.1,217.7,238.5,219.4,268.3,352.5,296.6,519.8,573.4,369.5,301.3,196.6,249.6,311,278.8,237.4,315.8,506.7,804.9,1593.4,280,280.2,274.9,204.7,339.7,196.1,513.1,496.9,423.5,429.1,257.9,157.7,420.5,288.6,188.9,555.5,505.2,252.9,332.1,341.1,309.4,480.2,536.5,300.4,150.5,329.4,208.4,233.6,201.2,245.6,128.2,239.1,136.8,361.4,231.5,331.5,161.5,463.1,191.3,255.1,216.3,315.1,90.7,271.7,157.9,324,228.5,329.2,238.1,665.8,303.1,341.3,201.2,382.6,304.8,365.8,172.2,242,194.7,147.7,129.7,325,240.1,320.9,319.9,378.7,295.8,1271.3,622.3,742.3,491.5,443,849.9,626.2,829.2,667.3,617.6,618.1,294.3,848.4,456.6,807,727.7,495.5,400,567.3,998.7,470.1,496.5,938.5,778.4,525.2,330.3,541.4,366.6,1009.7,479.3,712.2,712.2,894.3,735.2,723.5,923,1094.1,697.2,1404.5,829.9,858.5,731.5,1522,570.1,1852.4,388.1,1533.8,502.5,1266.4,881.6
AT5G65640,2079.2,2602.2,1330.9,1196.7,3827.5,3401.3,1475.7,3626.3,5008.8,4840,1920.8,2986,1900.9,1808.7,2363.9,2733.8,3818.7,2889.3,3811,2368.3,2437.1,2970.7,2079.2,2602.2,1475.7,3626.3,3666,4139,1861,2611.2,4472.4,3352.6,2206,2604.7,1900.9,1808.7,2257.7,2027.2,2079.2,2602.2,2016.1,1863.6,1736.9,2803.1,2079.2,2602.2,1475.7,3626.3,3596.8,3894.2,2338.6,3634.9,3030.7,2561.3,1603.3,3018.5,3142.8,3615.8,1368.1,3047.4,1896.3,2282.6,2357.5,2851.8,297.2,505,1069,572.8,582.1,602.5,305.3,408.6,832.3,753.1,652,617.7,2079.2,2602.2,3891.9,2929.8,4569.1,3094.4,3051.4,2785.8,2634.5,4379.2,2553.7,1607.2,1962.6,1732.8,2971.5,2270.4,3028.6,1642.8,3205.2,2209.1,2151.5,1837.1,3011.5,1893.6,2459.5,2033.2,2050.9,1842.6,2691.2,1947.4,2854.3,1926.2,1769.2,1581,4192.8,2984.3,1912.5,1803.5,2601.5,2395.8,2362,1951.4,1884.2,1765.8,3038.7,2547.2,1731,1552.8,1560,1260.4,3552,2746.8,1310.6,1047.2,2828.6,1576.1,1641.3,1235.6,5600.4,6486.8,5284.4,4946.8,5817.3,8396.5,4379.9,4662.1,6736.8,5323.2,3679,3410.3,5563.8,3683.6,7017,3364.4,3621.3,2627.6,2359.6,2458.1,3741.5,3462.8,2766.1,1657.7,3216.2,4785.5,1439.9,4267,2870.3,4764.6,2701.8,5993.5,3190.2,6542.2,3060.9,6179.7,3968.9,4970.2,2366.8,5068.7,2352.3,4558.8,3530.6,4116.1,2371.4,2996.5,2272.9,4745.2,2602,3704.3
AT1G07520,382.9,86.9,6797,4555.6,504.5,247.9,235.4,533.2,532.6,409.6,323.3,289.5,440.9,426.8,557.5,604,463.9,266.6,439,222.3,565,311.1,382.9,86.9,235.4,533.2,421.7,372.1,233.9,532.3,640.1,330.5,440.7,225,440.9,426.8,379.9,349.7,382.9,86.9,577.9,305.7,387.8,420.5,382.9,86.9,235.4,533.2,376.9,237.8,307.4,253.9,560.4,227.2,434.2,284.4,211.9,478.6,229.3,378.5,253.5,200.7,253.5,377.2,67.3,70.5,127.7,55.5,55.5,55.9,39.3,67.6,148.3,99.3,88.9,105.9,382.9,86.9,394,318.1,484.5,272.9,230.5,596,441.9,364.6,270.1,182,424.8,249.4,154.1,238.6,308.1,173,336.1,185.5,323.1,199.2,257,238.7,221.4,128,269.1,228.9,390.2,255.1,241,158.7,380.2,217.8,210.4,225.5,285.9,252.8,436.6,227.8,467,255.2,318.8,308.3,411.8,329.5,257.7,262.9,309.1,268.6,335.5,194.5,362.3,188.4,353.7,268.3,285.6,252.2,666.1,907.1,73.4,702.4,488.5,967,487.2,1016.3,788.5,645.2,774.2,640,890.6,964.7,919.4,788.3,337.8,518.2,364.8,544.4,705.4,942.7,626.2,660.6,502.9,387.7,445.3,637.2,661.7,698.9,995.3,733.6,548.1,673.9,672,965.3,403.7,990.4,433.2,510.6,632.2,429.8,476.2,756.5,609.6,569.7,575.2,530.7,617,588.8
